time	track	channel	instrument	pitch	velocity	bar	beat
53812500	6	03	53	46	00	17.937500	71.750000
53812500	6	03	53	48	59	17.937500	71.750000
54000000	3	00	73	46	00	18.000000	72.000000
54000000	4	01	0	39	00	18.000000	72.000000
54000000	4	01	0	3C	00	18.000000	72.000000
54000000	4	01	0	3A	59	18.000000	72.000000
54000000	4	01	0	3E	59	18.000000	72.000000
54000000	6	03	53	48	00	18.000000	72.000000
54000000	6	03	53	4A	59	18.000000	72.000000
54000000	7	04	35	1D	00	18.000000	72.000000
54000000	7	04	35	1F	7F	18.000000	72.000000
54000000	8	05	18	1D	00	18.000000	72.000000
54000000	8	05	18	1F	7F	18.000000	72.000000
54000000	9	06	32	1D	00	18.000000	72.000000
54000000	9	06	32	1F	7F	18.000000	72.000000
54000000	12	09	0	22	16	18.000000	72.000000
54000000	12	09	0	45	31	18.000000	72.000000
54000000	12	09	0	24	59	18.000000	72.000000
54000000	13	0A	50	39	00	18.000000	72.000000
54000000	13	0A	50	3C	00	18.000000	72.000000
54000000	13	0A	50	3A	59	18.000000	72.000000
54000000	13	0A	50	3E	59	18.000000	72.000000
54000000	14	0B	51	39	00	18.000000	72.000000
54000000	14	0B	51	3C	00	18.000000	72.000000
54000000	14	0B	51	3A	59	18.000000	72.000000
54000000	14	0B	51	3E	59	18.000000	72.000000
54007812	12	09	0	2A	7F	18.002604	72.010417
54020312	12	09	0	22	00	18.006771	72.027083
54020312	12	09	0	45	00	18.006771	72.027083
54028125	12	09	0	2A	00	18.009375	72.037500
54046875	12	09	0	24	00	18.015625	72.062500
54125000	12	09	0	22	15	18.041667	72.166667
54145312	12	09	0	22	00	18.048437	72.193750
54187500	3	00	73	46	01	18.062500	72.250000
54250000	12	09	0	22	1D	18.083333	72.333333
54270312	12	09	0	22	00	18.090104	72.360417
54375000	3	00	73	46	00	18.125000	72.500000
54375000	3	00	73	46	01	18.125000	72.500000
54375000	12	09	0	45	1D	18.125000	72.500000
54375000	12	09	0	22	1E	18.125000	72.500000
54375000	12	09	0	24	59	18.125000	72.500000
54382812	12	09	0	2A	5D	18.127604	72.510417
54395312	12	09	0	22	00	18.131771	72.527083
54395312	12	09	0	45	00	18.131771	72.527083
54403125	12	09	0	2A	00	18.134375	72.537500
54421875	12	09	0	24	00	18.140625	72.562500
54500000	12	09	0	22	2C	18.166667	72.666667
54520312	12	09	0	22	00	18.173437	72.693750
54562500	3	00	73	46	00	18.187500	72.750000
54562500	3	00	73	46	01	18.187500	72.750000
54562500	6	03	53	4A	00	18.187500	72.750000
54562500	6	03	53	48	59	18.187500	72.750000
54625000	12	09	0	22	31	18.208333	72.833333
54645312	12	09	0	22	00	18.215104	72.860417
54750000	3	00	73	46	00	18.250000	73.000000
54750000	3	00	73	46	01	18.250000	73.000000
54750000	6	03	53	48	00	18.250000	73.000000
54750000	6	03	53	4A	59	18.250000	73.000000
54750000	12	09	0	45	31	18.250000	73.000000
54750000	12	09	0	27	3E	18.250000	73.000000
54750000	12	09	0	22	44	18.250000	73.000000
54757812	12	09	0	2A	7F	18.252604	73.010417
54770312	12	09	0	22	00	18.256771	73.027083
54770312	12	09	0	27	00	18.256771	73.027083
54770312	12	09	0	45	00	18.256771	73.027083
54778125	12	09	0	2A	00	18.259375	73.037500
54937500	3	00	73	46	00	18.312500	73.250000
54937500	3	00	73	46	01	18.312500	73.250000
55125000	3	00	73	46	00	18.375000	73.500000
55125000	3	00	73	46	01	18.375000	73.500000
55125000	4	01	0	3A	00	18.375000	73.500000
55125000	4	01	0	3E	00	18.375000	73.500000
55125000	4	01	0	3A	59	18.375000	73.500000
55125000	4	01	0	3E	59	18.375000	73.500000
55125000	7	04	35	1F	00	18.375000	73.500000
55125000	7	04	35	22	7F	18.375000	73.500000
55125000	8	05	18	1F	00	18.375000	73.500000
55125000	8	05	18	22	7F	18.375000	73.500000
55125000	9	06	32	1F	00	18.375000	73.500000
55125000	9	06	32	22	7F	18.375000	73.500000
55125000	12	09	0	45	1D	18.375000	73.500000
55125000	12	09	0	22	2D	18.375000	73.500000
55125000	13	0A	50	3A	00	18.375000	73.500000
55125000	13	0A	50	3E	00	18.375000	73.500000
55125000	13	0A	50	3A	59	18.375000	73.500000
55125000	13	0A	50	3E	59	18.375000	73.500000
55125000	14	0B	51	3A	00	18.375000	73.500000
55125000	14	0B	51	3E	00	18.375000	73.500000
55125000	14	0B	51	3A	59	18.375000	73.500000
55125000	14	0B	51	3E	59	18.375000	73.500000
55132812	12	09	0	2A	5D	18.377604	73.510417
55145312	12	09	0	22	00	18.381771	73.527083
55145312	12	09	0	45	00	18.381771	73.527083
55153125	12	09	0	2A	00	18.384375	73.537500
55312500	3	00	73	46	00	18.437500	73.750000
55312500	3	00	73	46	01	18.437500	73.750000
55312500	6	03	53	4A	00	18.437500	73.750000
55312500	6	03	53	48	59	18.437500	73.750000
55500000	3	00	73	46	00	18.500000	74.000000
55500000	3	00	73	46	01	18.500000	74.000000
55500000	6	03	53	48	00	18.500000	74.000000
55500000	6	03	53	4A	59	18.500000	74.000000
55500000	12	09	0	45	31	18.500000	74.000000
55500000	12	09	0	22	39	18.500000	74.000000
55507812	12	09	0	2A	7F	18.502604	74.010417
55515625	12	09	0	21	7F	18.505208	74.020833
55520312	12	09	0	22	00	18.506771	74.027083
55520312	12	09	0	45	00	18.506771	74.027083
55528125	12	09	0	2A	00	18.509375	74.037500
55535937	12	09	0	21	00	18.511979	74.047917
55687500	3	00	73	46	00	18.562500	74.250000
55687500	3	00	73	46	01	18.562500	74.250000
55875000	3	00	73	46	00	18.625000	74.500000
55875000	3	00	73	46	01	18.625000	74.500000
55875000	4	01	0	3A	00	18.625000	74.500000
55875000	4	01	0	3E	00	18.625000	74.500000
55875000	4	01	0	3A	59	18.625000	74.500000
55875000	4	01	0	3E	59	18.625000	74.500000
55875000	7	04	35	22	00	18.625000	74.500000
55875000	7	04	35	22	7F	18.625000	74.500000
55875000	8	05	18	22	00	18.625000	74.500000
55875000	8	05	18	22	7F	18.625000	74.500000
55875000	9	06	32	22	00	18.625000	74.500000
55875000	9	06	32	22	7F	18.625000	74.500000
55875000	12	09	0	45	1D	18.625000	74.500000
55875000	12	09	0	2A	7F	18.625000	74.500000
55875000	13	0A	50	3A	00	18.625000	74.500000
55875000	13	0A	50	3E	00	18.625000	74.500000
55875000	13	0A	50	3A	59	18.625000	74.500000
55875000	13	0A	50	3E	59	18.625000	74.500000
55875000	14	0B	51	3A	00	18.625000	74.500000
55875000	14	0B	51	3E	00	18.625000	74.500000
55875000	14	0B	51	3A	59	18.625000	74.500000
55875000	14	0B	51	3E	59	18.625000	74.500000
55895312	12	09	0	2A	00	18.631771	74.527083
55895312	12	09	0	45	00	18.631771	74.527083
56000000	12	09	0	2A	7F	18.666667	74.666667
56015625	12	09	0	26	59	18.671875	74.687500
56020312	12	09	0	2A	00	18.673437	74.693750
56062500	6	03	53	4A	00	18.687500	74.750000
56062500	6	03	53	48	59	18.687500	74.750000
56062500	12	09	0	26	00	18.687500	74.750000
56109375	12	09	0	26	59	18.703125	74.812500
56125000	12	09	0	2A	7F	18.708333	74.833333
56145312	12	09	0	2A	00	18.715104	74.860417
56156250	12	09	0	26	00	18.718750	74.875000
56250000	3	00	73	46	00	18.750000	75.000000
56250000	6	03	53	48	00	18.750000	75.000000
56250000	6	03	53	4A	59	18.750000	75.000000
56250000	12	09	0	22	24	18.750000	75.000000
56250000	12	09	0	45	33	18.750000	75.000000
56250000	12	09	0	21	57	18.750000	75.000000
56250000	12	09	0	24	59	18.750000	75.000000
56250000	12	09	0	26	59	18.750000	75.000000
56265625	12	09	0	2A	7F	18.755208	75.020833
56270312	12	09	0	21	00	18.756771	75.027083
56270312	12	09	0	22	00	18.756771	75.027083
56270312	12	09	0	45	00	18.756771	75.027083
56285937	12	09	0	2A	00	18.761979	75.047917
56296875	12	09	0	24	00	18.765625	75.062500
56296875	12	09	0	26	00	18.765625	75.062500
56437500	4	01	0	3A	00	18.812500	75.250000
56437500	4	01	0	3E	00	18.812500	75.250000
56437500	4	01	0	39	59	18.812500	75.250000
56437500	4	01	0	3C	59	18.812500	75.250000
56437500	6	03	53	4A	00	18.812500	75.250000
56437500	6	03	53	4D	59	18.812500	75.250000
56437500	7	04	35	22	00	18.812500	75.250000
56437500	7	04	35	1D	7F	18.812500	75.250000
56437500	8	05	18	22	00	18.812500	75.250000
56437500	8	05	18	1D	7F	18.812500	75.250000
56437500	9	06	32	22	00	18.812500	75.250000
56437500	9	06	32	1D	7F	18.812500	75.250000
56437500	13	0A	50	3A	00	18.812500	75.250000
56437500	13	0A	50	3E	00	18.812500	75.250000
56437500	13	0A	50	39	59	18.812500	75.250000
56437500	13	0A	50	3C	59	18.812500	75.250000
56437500	14	0B	51	3A	00	18.812500	75.250000
56437500	14	0B	51	3E	00	18.812500	75.250000
56437500	14	0B	51	39	59	18.812500	75.250000
56437500	14	0B	51	3C	59	18.812500	75.250000
56625000	3	00	73	46	01	18.875000	75.500000
56625000	6	03	53	4D	00	18.875000	75.500000
56625000	6	03	53	4A	59	18.875000	75.500000
56625000	12	09	0	45	1D	18.875000	75.500000
56625000	12	09	0	22	2D	18.875000	75.500000
56625000	12	09	0	24	59	18.875000	75.500000
56625000	12	09	0	25	59	18.875000	75.500000
56632812	12	09	0	2A	5D	18.877604	75.510417
56645312	12	09	0	22	00	18.881771	75.527083
56645312	12	09	0	45	00	18.881771	75.527083
56653125	12	09	0	2A	00	18.884375	75.537500
56671875	12	09	0	24	00	18.890625	75.562500
56671875	12	09	0	25	00	18.890625	75.562500
56812500	3	00	73	46	00	18.937500	75.750000
56812500	3	00	73	46	01	18.937500	75.750000
56812500	6	03	53	4A	00	18.937500	75.750000
56812500	6	03	53	48	59	18.937500	75.750000
57000000	3	00	73	46	00	19.000000	76.000000
57000000	3	00	73	46	01	19.000000	76.000000
57000000	4	01	0	39	00	19.000000	76.000000
57000000	4	01	0	3C	00	19.000000	76.000000
57000000	4	01	0	3A	59	19.000000	76.000000
57000000	4	01	0	3E	59	19.000000	76.000000
57000000	6	03	53	48	00	19.000000	76.000000
57000000	6	03	53	46	59	19.000000	76.000000
57000000	7	04	35	1D	00	19.000000	76.000000
57000000	7	04	35	1B	7F	19.000000	76.000000
57000000	8	05	18	1D	00	19.000000	76.000000
57000000	8	05	18	1B	7F	19.000000	76.000000
57000000	9	06	32	1D	00	19.000000	76.000000
57000000	9	06	32	1B	7F	19.000000	76.000000
57000000	12	09	0	22	16	19.000000	76.000000
57000000	12	09	0	45	31	19.000000	76.000000
57000000	12	09	0	24	59	19.000000	76.000000
57000000	13	0A	50	39	00	19.000000	76.000000
57000000	13	0A	50	3C	00	19.000000	76.000000
57000000	13	0A	50	3A	59	19.000000	76.000000
57000000	13	0A	50	3E	59	19.000000	76.000000
57000000	14	0B	51	39	00	19.000000	76.000000
57000000	14	0B	51	3C	00	19.000000	76.000000
57000000	14	0B	51	3A	59	19.000000	76.000000
57000000	14	0B	51	3E	59	19.000000	76.000000
57007812	12	09	0	2A	7F	19.002604	76.010417
57020312	12	09	0	22	00	19.006771	76.027083
57020312	12	09	0	45	00	19.006771	76.027083
57028125	12	09	0	2A	00	19.009375	76.037500
57046875	12	09	0	24	00	19.015625	76.062500
57125000	12	09	0	22	15	19.041667	76.166667
57145312	12	09	0	22	00	19.048437	76.193750
57250000	12	09	0	22	1D	19.083333	76.333333
57270312	12	09	0	22	00	19.090104	76.360417
57375000	3	00	73	46	00	19.125000	76.500000
57375000	3	00	73	46	01	19.125000	76.500000
57375000	12	09	0	45	1D	19.125000	76.500000
57375000	12	09	0	22	1E	19.125000	76.500000
57375000	12	09	0	24	59	19.125000	76.500000
57382812	12	09	0	2A	5D	19.127604	76.510417
57395312	12	09	0	22	00	19.131771	76.527083
57395312	12	09	0	45	00	19.131771	76.527083
57403125	12	09	0	2A	00	19.134375	76.537500
57421875	12	09	0	24	00	19.140625	76.562500
57500000	12	09	0	22	2C	19.166667	76.666667
57520312	12	09	0	22	00	19.173437	76.693750
57562500	6	03	53	46	00	19.187500	76.750000
57562500	6	03	53	43	59	19.187500	76.750000
57625000	12	09	0	22	31	19.208333	76.833333
57645312	12	09	0	22	00	19.215104	76.860417
57750000	3	00	73	46	00	19.250000	77.000000
57750000	3	00	73	46	01	19.250000	77.000000
57750000	6	03	53	43	00	19.250000	77.000000
57750000	6	03	53	46	01	19.250000	77.000000
57750000	12	09	0	45	31	19.250000	77.000000
57750000	12	09	0	27	3E	19.250000	77.000000
57750000	12	09	0	22	44	19.250000	77.000000
57757812	12	09	0	2A	7F	19.252604	77.010417
57770312	12	09	0	22	00	19.256771	77.027083
57770312	12	09	0	27	00	19.256771	77.027083
57770312	12	09	0	45	00	19.256771	77.027083
57778125	12	09	0	2A	00	19.259375	77.037500
57937500	3	00	73	46	00	19.312500	77.250000
57937500	3	00	73	46	01	19.312500	77.250000
58125000	3	00	73	46	00	19.375000	77.500000
58125000	3	00	73	46	01	19.375000	77.500000
58125000	4	01	0	3A	00	19.375000	77.500000
58125000	4	01	0	3E	00	19.375000	77.500000
58125000	4	01	0	3A	59	19.375000	77.500000
58125000	4	01	0	3E	59	19.375000	77.500000
58125000	6	03	53	46	00	19.375000	77.500000
58125000	6	03	53	48	01	19.375000	77.500000
58125000	7	04	35	1B	00	19.375000	77.500000
58125000	7	04	35	22	7F	19.375000	77.500000
58125000	8	05	18	1B	00	19.375000	77.500000
58125000	8	05	18	22	7F	19.375000	77.500000
58125000	9	06	32	1B	00	19.375000	77.500000
58125000	9	06	32	22	7F	19.375000	77.500000
58125000	12	09	0	45	1D	19.375000	77.500000
58125000	12	09	0	22	2D	19.375000	77.500000
58125000	13	0A	50	3A	00	19.375000	77.500000
58125000	13	0A	50	3E	00	19.375000	77.500000
58125000	13	0A	50	3A	59	19.375000	77.500000
58125000	13	0A	50	3E	59	19.375000	77.500000
58125000	14	0B	51	3A	00	19.375000	77.500000
58125000	14	0B	51	3E	00	19.375000	77.500000
58125000	14	0B	51	3A	59	19.375000	77.500000
58125000	14	0B	51	3E	59	19.375000	77.500000
58132812	12	09	0	2A	5D	19.377604	77.510417
58145312	12	09	0	22	00	19.381771	77.527083
58145312	12	09	0	45	00	19.381771	77.527083
58153125	12	09	0	2A	00	19.384375	77.537500
58312500	6	03	53	48	00	19.437500	77.750000
58312500	6	03	53	4A	01	19.437500	77.750000
58500000	3	00	73	46	00	19.500000	78.000000
58500000	3	00	73	46	01	19.500000	78.000000
58500000	12	09	0	45	31	19.500000	78.000000
58500000	12	09	0	22	39	19.500000	78.000000
58507812	12	09	0	2A	7F	19.502604	78.010417
58515625	12	09	0	21	7F	19.505208	78.020833
58520312	12	09	0	22	00	19.506771	78.027083
58520312	12	09	0	45	00	19.506771	78.027083
58528125	12	09	0	2A	00	19.509375	78.037500
58535937	12	09	0	21	00	19.511979	78.047917
58687500	3	00	73	46	00	19.562500	78.250000
58687500	3	00	73	46	01	19.562500	78.250000
58687500	6	03	53	4A	00	19.562500	78.250000
58687500	6	03	53	48	01	19.562500	78.250000
58875000	3	00	73	46	00	19.625000	78.500000
58875000	3	00	73	46	01	19.625000	78.500000
58875000	4	01	0	3A	00	19.625000	78.500000
58875000	4	01	0	3E	00	19.625000	78.500000
58875000	4	01	0	3A	59	19.625000	78.500000
58875000	4	01	0	3E	59	19.625000	78.500000
58875000	6	03	53	48	00	19.625000	78.500000
58875000	7	04	35	22	00	19.625000	78.500000
58875000	7	04	35	22	7F	19.625000	78.500000
58875000	8	05	18	22	00	19.625000	78.500000
58875000	8	05	18	22	7F	19.625000	78.500000
58875000	9	06	32	22	00	19.625000	78.500000
58875000	9	06	32	22	7F	19.625000	78.500000
58875000	12	09	0	45	1D	19.625000	78.500000
58875000	12	09	0	2A	7F	19.625000	78.500000
58875000	13	0A	50	3A	00	19.625000	78.500000
58875000	13	0A	50	3E	00	19.625000	78.500000
58875000	13	0A	50	3A	59	19.625000	78.500000
58875000	13	0A	50	3E	59	19.625000	78.500000
58875000	14	0B	51	3A	00	19.625000	78.500000
58875000	14	0B	51	3E	00	19.625000	78.500000
58875000	14	0B	51	3A	59	19.625000	78.500000
58875000	14	0B	51	3E	59	19.625000	78.500000
58895312	12	09	0	2A	00	19.631771	78.527083
58895312	12	09	0	45	00	19.631771	78.527083
59000000	12	09	0	2A	7F	19.666667	78.666667
59015625	12	09	0	26	59	19.671875	78.687500
59020312	12	09	0	2A	00	19.673437	78.693750
59062500	3	00	73	46	00	19.687500	78.750000
59062500	3	00	73	46	01	19.687500	78.750000
59062500	12	09	0	26	00	19.687500	78.750000
59109375	12	09	0	26	59	19.703125	78.812500
59125000	12	09	0	2A	7F	19.708333	78.833333
59145312	12	09	0	2A	00	19.715104	78.860417
59156250	12	09	0	26	00	19.718750	78.875000
59250000	3	00	73	46	00	19.750000	79.000000
59250000	3	00	73	46	01	19.750000	79.000000
59250000	12	09	0	22	24	19.750000	79.000000
59250000	12	09	0	45	33	19.750000	79.000000
59250000	12	09	0	21	57	19.750000	79.000000
59250000	12	09	0	24	59	19.750000	79.000000
59250000	12	09	0	26	59	19.750000	79.000000
59265625	12	09	0	2A	7F	19.755208	79.020833
59270312	12	09	0	21	00	19.756771	79.027083
59270312	12	09	0	22	00	19.756771	79.027083
59270312	12	09	0	45	00	19.756771	79.027083
59285937	12	09	0	2A	00	19.761979	79.047917
59296875	12	09	0	24	00	19.765625	79.062500
59296875	12	09	0	26	00	19.765625	79.062500
59437500	3	00	73	46	00	19.812500	79.250000
59437500	3	00	73	46	01	19.812500	79.250000
59437500	4	01	0	3A	00	19.812500	79.250000
59437500	4	01	0	3E	00	19.812500	79.250000
59437500	4	01	0	39	59	19.812500	79.250000
59437500	4	01	0	3C	59	19.812500	79.250000
59437500	7	04	35	22	00	19.812500	79.250000
59437500	7	04	35	1D	7F	19.812500	79.250000
59437500	8	05	18	22	00	19.812500	79.250000
59437500	8	05	18	1D	7F	19.812500	79.250000
59437500	9	06	32	22	00	19.812500	79.250000
59437500	9	06	32	1D	7F	19.812500	79.250000
59437500	13	0A	50	3A	00	19.812500	79.250000
59437500	13	0A	50	3E	00	19.812500	79.250000
59437500	13	0A	50	39	59	19.812500	79.250000
59437500	13	0A	50	3C	59	19.812500	79.250000
59437500	14	0B	51	3A	00	19.812500	79.250000
59437500	14	0B	51	3E	00	19.812500	79.250000
59437500	14	0B	51	39	59	19.812500	79.250000
59437500	14	0B	51	3C	59	19.812500	79.250000
59625000	3	00	73	46	00	19.875000	79.500000
59625000	3	00	73	46	01	19.875000	79.500000
59625000	6	03	53	46	01	19.875000	79.500000
59625000	12	09	0	45	1D	19.875000	79.500000
59625000	12	09	0	22	2D	19.875000	79.500000
59625000	12	09	0	24	59	19.875000	79.500000
59625000	12	09	0	25	59	19.875000	79.500000
59632812	12	09	0	2A	5D	19.877604	79.510417
59645312	12	09	0	22	00	19.881771	79.527083
59645312	12	09	0	45	00	19.881771	79.527083
59653125	12	09	0	2A	00	19.884375	79.537500
59671875	12	09	0	24	00	19.890625	79.562500
59671875	12	09	0	25	00	19.890625	79.562500
59812500	3	00	73	46	00	19.937500	79.750000
59812500	3	00	73	46	01	19.937500	79.750000
59812500	6	03	53	46	00	19.937500	79.750000
59812500	6	03	53	43	01	19.937500	79.750000
60000000	3	00	73	46	00	20.000000	80.000000
60000000	4	01	0	39	00	20.000000	80.000000
60000000	4	01	0	3C	00	20.000000	80.000000
60000000	4	01	0	3A	59	20.000000	80.000000
60000000	4	01	0	3E	59	20.000000	80.000000
60000000	6	03	53	43	00	20.000000	80.000000
60000000	6	03	53	46	59	20.000000	80.000000
60000000	7	04	35	1D	00	20.000000	80.000000
60000000	7	04	35	1F	7F	20.000000	80.000000
60000000	8	05	18	1D	00	20.000000	80.000000
60000000	8	05	18	1F	7F	20.000000	80.000000
60000000	9	06	32	1D	00	20.000000	80.000000
60000000	9	06	32	1F	7F	20.000000	80.000000
60000000	12	09	0	22	16	20.000000	80.000000
60000000	12	09	0	45	31	20.000000	80.000000
60000000	12	09	0	24	59	20.000000	80.000000
60000000	13	0A	50	39	00	20.000000	80.000000
60000000	13	0A	50	3C	00	20.000000	80.000000
60000000	13	0A	50	3A	59	20.000000	80.000000
60000000	13	0A	50	3E	59	20.000000	80.000000
60000000	14	0B	51	39	00	20.000000	80.000000
60000000	14	0B	51	3C	00	20.000000	80.000000
60000000	14	0B	51	3A	59	20.000000	80.000000
60000000	14	0B	51	3E	59	20.000000	80.000000
60007812	12	09	0	2A	7F	20.002604	80.010417
60020312	12	09	0	22	00	20.006771	80.027083
60020312	12	09	0	45	00	20.006771	80.027083
60028125	12	09	0	2A	00	20.009375	80.037500
60046875	12	09	0	24	00	20.015625	80.062500
60125000	12	09	0	22	15	20.041667	80.166667
60145312	12	09	0	22	00	20.048437	80.193750
60250000	12	09	0	22	1D	20.083333	80.333333
60270312	12	09	0	22	00	20.090104	80.360417
60375000	3	00	73	46	01	20.125000	80.500000
60375000	12	09	0	45	1D	20.125000	80.500000
60375000	12	09	0	22	1E	20.125000	80.500000
60375000	12	09	0	24	59	20.125000	80.500000
60382812	12	09	0	2A	5D	20.127604	80.510417
60395312	12	09	0	22	00	20.131771	80.527083
60395312	12	09	0	45	00	20.131771	80.527083
60403125	12	09	0	2A	00	20.134375	80.537500
60421875	12	09	0	24	00	20.140625	80.562500
60500000	12	09	0	22	2C	20.166667	80.666667
60520312	12	09	0	22	00	20.173437	80.693750
60562500	6	03	53	46	00	20.187500	80.750000
60562500	6	03	53	43	59	20.187500	80.750000
60625000	12	09	0	22	31	20.208333	80.833333
60645312	12	09	0	22	00	20.215104	80.860417
60750000	3	00	73	46	00	20.250000	81.000000
60750000	3	00	73	46	01	20.250000	81.000000
60750000	6	03	53	43	00	20.250000	81.000000
60750000	6	03	53	46	01	20.250000	81.000000
60750000	12	09	0	45	31	20.250000	81.000000
60750000	12	09	0	27	3E	20.250000	81.000000
60750000	12	09	0	22	44	20.250000	81.000000
60757812	12	09	0	2A	7F	20.252604	81.010417
60770312	12	09	0	22	00	20.256771	81.027083
60770312	12	09	0	27	00	20.256771	81.027083
60770312	12	09	0	45	00	20.256771	81.027083
60778125	12	09	0	2A	00	20.259375	81.037500
60937500	3	00	73	46	00	20.312500	81.250000
60937500	3	00	73	46	01	20.312500	81.250000
61125000	3	00	73	46	00	20.375000	81.500000
61125000	3	00	73	46	01	20.375000	81.500000
61125000	4	01	0	3A	00	20.375000	81.500000
61125000	4	01	0	3E	00	20.375000	81.500000
61125000	4	01	0	3A	59	20.375000	81.500000
61125000	4	01	0	3E	59	20.375000	81.500000
61125000	6	03	53	46	00	20.375000	81.500000
61125000	6	03	53	48	01	20.375000	81.500000
61125000	7	04	35	1F	00	20.375000	81.500000
61125000	7	04	35	22	7F	20.375000	81.500000
61125000	8	05	18	1F	00	20.375000	81.500000
61125000	8	05	18	22	7F	20.375000	81.500000
61125000	9	06	32	1F	00	20.375000	81.500000
61125000	9	06	32	22	7F	20.375000	81.500000
61125000	12	09	0	45	1D	20.375000	81.500000
61125000	12	09	0	22	2D	20.375000	81.500000
61125000	13	0A	50	3A	00	20.375000	81.500000
61125000	13	0A	50	3E	00	20.375000	81.500000
61125000	13	0A	50	3A	59	20.375000	81.500000
61125000	13	0A	50	3E	59	20.375000	81.500000
61125000	14	0B	51	3A	00	20.375000	81.500000
61125000	14	0B	51	3E	00	20.375000	81.500000
61125000	14	0B	51	3A	59	20.375000	81.500000
61125000	14	0B	51	3E	59	20.375000	81.500000
61132812	12	09	0	2A	5D	20.377604	81.510417
61145312	12	09	0	22	00	20.381771	81.527083
61145312	12	09	0	45	00	20.381771	81.527083
61153125	12	09	0	2A	00	20.384375	81.537500
61312500	6	03	53	48	00	20.437500	81.750000
61312500	6	03	53	4A	01	20.437500	81.750000
61500000	3	00	73	46	00	20.500000	82.000000
61500000	3	00	73	46	01	20.500000	82.000000
61500000	12	09	0	45	31	20.500000	82.000000
61500000	12	09	0	22	39	20.500000	82.000000
61507812	12	09	0	2A	7F	20.502604	82.010417
61515625	12	09	0	21	7F	20.505208	82.020833
61520312	12	09	0	22	00	20.506771	82.027083
61520312	12	09	0	45	00	20.506771	82.027083
61528125	12	09	0	2A	00	20.509375	82.037500
61535937	12	09	0	21	00	20.511979	82.047917
61687500	6	03	53	4A	00	20.562500	82.250000
61687500	6	03	53	48	01	20.562500	82.250000
61875000	3	00	73	46	00	20.625000	82.500000
61875000	3	00	73	46	01	20.625000	82.500000
61875000	4	01	0	3A	00	20.625000	82.500000
61875000	4	01	0	3E	00	20.625000	82.500000
61875000	4	01	0	3A	59	20.625000	82.500000
61875000	4	01	0	3E	59	20.625000	82.500000
61875000	6	03	53	48	00	20.625000	82.500000
61875000	7	04	35	22	00	20.625000	82.500000
61875000	7	04	35	22	7F	20.625000	82.500000
61875000	8	05	18	22	00	20.625000	82.500000
61875000	8	05	18	22	7F	20.625000	82.500000
61875000	9	06	32	22	00	20.625000	82.500000
61875000	9	06	32	22	7F	20.625000	82.500000
61875000	12	09	0	45	1D	20.625000	82.500000
61875000	12	09	0	2A	7F	20.625000	82.500000
61875000	13	0A	50	3A	00	20.625000	82.500000
61875000	13	0A	50	3E	00	20.625000	82.500000
61875000	13	0A	50	3A	59	20.625000	82.500000
61875000	13	0A	50	3E	59	20.625000	82.500000
61875000	14	0B	51	3A	00	20.625000	82.500000
61875000	14	0B	51	3E	00	20.625000	82.500000
61875000	14	0B	51	3A	59	20.625000	82.500000
61875000	14	0B	51	3E	59	20.625000	82.500000
61895312	12	09	0	2A	00	20.631771	82.527083
61895312	12	09	0	45	00	20.631771	82.527083
62000000	12	09	0	2A	7F	20.666667	82.666667
62015625	12	09	0	26	59	20.671875	82.687500
62020312	12	09	0	2A	00	20.673437	82.693750
62062500	3	00	73	46	00	20.687500	82.750000
62062500	3	00	73	46	01	20.687500	82.750000
62062500	12	09	0	26	00	20.687500	82.750000
62109375	12	09	0	26	59	20.703125	82.812500
62125000	12	09	0	2A	7F	20.708333	82.833333
62145312	12	09	0	2A	00	20.715104	82.860417
62156250	12	09	0	26	00	20.718750	82.875000
62250000	3	00	73	46	00	20.750000	83.000000
62250000	3	00	73	46	01	20.750000	83.000000
62250000	12	09	0	22	24	20.750000	83.000000
62250000	12	09	0	45	33	20.750000	83.000000
62250000	12	09	0	21	57	20.750000	83.000000
62250000	12	09	0	24	59	20.750000	83.000000
62250000	12	09	0	26	59	20.750000	83.000000
62265625	12	09	0	2A	7F	20.755208	83.020833
62270312	12	09	0	21	00	20.756771	83.027083
62270312	12	09	0	22	00	20.756771	83.027083
62270312	12	09	0	45	00	20.756771	83.027083
62285937	12	09	0	2A	00	20.761979	83.047917
62296875	12	09	0	24	00	20.765625	83.062500
62296875	12	09	0	26	00	20.765625	83.062500
62437500	3	00	73	46	00	20.812500	83.250000
62437500	3	00	73	46	01	20.812500	83.250000
62437500	4	01	0	3A	00	20.812500	83.250000
62437500	4	01	0	3E	00	20.812500	83.250000
62437500	4	01	0	39	59	20.812500	83.250000
62437500	4	01	0	3C	59	20.812500	83.250000
62437500	7	04	35	22	00	20.812500	83.250000
62437500	7	04	35	1D	7F	20.812500	83.250000
62437500	8	05	18	22	00	20.812500	83.250000
62437500	8	05	18	1D	7F	20.812500	83.250000
62437500	9	06	32	22	00	20.812500	83.250000
62437500	9	06	32	1D	7F	20.812500	83.250000
62437500	13	0A	50	3A	00	20.812500	83.250000
62437500	13	0A	50	3E	00	20.812500	83.250000
62437500	13	0A	50	39	59	20.812500	83.250000
62437500	13	0A	50	3C	59	20.812500	83.250000
62437500	14	0B	51	3A	00	20.812500	83.250000
62437500	14	0B	51	3E	00	20.812500	83.250000
62437500	14	0B	51	39	59	20.812500	83.250000
