time	track	channel	bar	pitch	volume	instrument
2498	4	4	103	310	46	0	3
2498	4	4	103	310	43	127	7230144
2498	4	4	103	310	67	127	7230144
2498	3	3	103	310	67	125	7230144
2498	3	3	103	310	65	0	3
2498	3	3	103	310	43	125	7230144
2498	3	3	103	310	53	0	3
2498	3	3	103	310	39	0	3
2498	2	2	103	310	43	120	7230144
2498	2	2	103	310	55	0	3
2498	2	2	103	310	39	0	3
2498	1	1	103	310	67	120	7230144
2498	8	9	103	310	69	120	7230144
2498	3	3	103	310	55	125	7230144
2502	8	9	103	311	69	0	3
2502	2	2	103	311	50	120	7230144
2502	4	4	103	311	50	127	7230144
2506	8	9	103	311	69	120	7230144
2506	4	4	103	311	59	127	7230144
2506	4	4	103	311	50	0	3
2506	2	2	103	311	59	120	7230144
2510	8	9	104	312	69	0	3
2514	7	7	104	312	67	0	3
2514	7	7	104	312	67	96	7230144
2514	1	1	104	312	67	120	7230144
2514	6	6	104	312	31	0	3
2514	6	6	104	312	31	120	7230144
2514	4	4	104	312	67	127	7230144
2514	4	4	104	312	55	127	7230144
2514	4	4	104	312	67	0	3
2514	4	4	104	312	59	0	3
2514	4	4	104	312	43	0	3
2514	8	9	104	312	69	120	7230144
2514	1	1	104	312	67	0	3
2514	3	3	104	312	55	125	7230144
2514	3	3	104	312	55	0	3
2514	3	3	104	312	67	125	7230144
2514	3	3	104	312	67	0	3
2516	8	9	104	313	69	0	3
2518	8	9	104	313	69	120	7230144
2518	2	2	104	313	50	0	3
2520	8	9	104	313	69	0	3
2522	4	4	104	313	75	127	7230144
2522	4	4	104	313	48	127	7230144
2522	4	4	104	313	67	0	3
2522	4	4	104	313	55	0	3
2522	6	6	104	313	31	0	3
2522	6	6	104	313	36	120	7230144
2522	7	7	104	313	67	0	3
2522	7	7	104	313	75	96	7230144
2522	8	9	104	313	69	120	7230144
2522	8	9	104	313	69	0	3
2522	3	3	104	313	75	125	7230144
2522	1	1	104	313	75	120	7230144
2522	1	1	104	313	67	0	3
2522	2	2	104	313	48	120	7230144
2522	2	2	104	313	59	0	3
2522	2	2	104	313	43	0	3
2522	3	3	104	313	55	0	3
2522	3	3	104	313	43	0	3
2522	3	3	104	313	48	125	7230144
2522	3	3	104	313	60	125	7230144
2522	3	3	104	313	67	0	3
2526	2	2	104	314	55	120	7230144
2526	4	4	104	314	55	127	7230144
2526	8	9	104	314	69	0	3
2530	2	2	104	314	63	120	7230144
2530	8	9	104	314	69	120	7230144
2530	7	7	104	314	75	0	3
2530	7	7	104	314	75	96	7230144
2530	4	4	104	314	75	0	3
2530	4	4	104	314	75	127	7230144
2530	4	4	104	314	55	0	3
2530	3	3	104	314	75	125	7230144
2530	3	3	104	314	60	125	7230144
2530	3	3	104	314	60	0	3
2530	3	3	104	314	75	0	3
2530	1	1	104	314	75	0	3
2530	1	1	104	314	75	120	7230144
2530	4	4	104	314	60	127	7230144
2532	8	9	105	315	69	0	3
2534	4	4	105	315	77	127	7230144
2534	8	9	105	315	69	120	7230144
2534	7	7	105	315	77	96	7230144
2534	7	7	105	315	75	0	3
2534	4	4	105	315	75	0	3
2534	3	3	105	315	77	125	7230144
2534	3	3	105	315	62	125	7230144
2534	3	3	105	315	60	0	3
2534	3	3	105	315	75	0	3
2534	1	1	105	315	75	0	3
2534	1	1	105	315	77	120	7230144
2536	8	9	105	315	69	0	3
2538	1	1	105	315	77	0	3
2538	8	9	105	315	69	120	7230144
2538	7	7	105	315	77	0	3
2538	7	7	105	315	79	96	7230144
2538	6	6	105	315	36	0	3
2538	6	6	105	315	36	120	7230144
2538	4	4	105	315	55	127	7230144
2538	4	4	105	315	79	127	7230144
2538	4	4	105	315	60	0	3
2538	4	4	105	315	48	0	3
2538	3	3	105	315	79	125	7230144
2538	3	3	105	315	63	125	7230144
2538	3	3	105	315	62	0	3
2538	3	3	105	315	77	0	3
2538	1	1	105	315	79	120	7230144
2538	4	4	105	315	77	0	3
2540	8	9	105	316	69	0	3
2542	2	2	105	316	55	0	3
2546	3	3	105	316	74	125	7230144
2546	6	6	105	316	36	0	3
2546	4	4	105	316	55	0	3
2546	4	4	105	316	79	0	3
2546	4	4	105	316	46	127	7230144
2546	4	4	105	316	74	127	7230144
2546	6	6	105	316	34	120	7230144
2546	7	7	105	316	79	0	3
2546	7	7	105	316	74	96	7230144
2546	8	9	105	316	69	120	7230144
2546	3	3	105	316	46	125	7230144
2546	3	3	105	316	79	0	3
2546	3	3	105	316	48	0	3
2546	3	3	105	316	63	0	3
2546	2	2	105	316	46	120	7230144
2546	2	2	105	316	63	0	3
2546	2	2	105	316	48	0	3
2546	1	1	105	316	79	0	3
2546	1	1	105	316	74	120	7230144
2546	3	3	105	316	58	125	7230144
2550	2	2	105	317	53	120	7230144
2550	8	9	105	317	69	0	3
2550	4	4	105	317	53	127	7230144
2554	8	9	105	317	69	120	7230144
2554	7	7	105	317	82	96	7230144
2554	2	2	105	317	62	120	7230144
2554	7	7	105	317	74	0	3
2554	4	4	105	317	53	0	3
2554	4	4	105	317	74	0	3
2554	4	4	105	317	62	127	7230144
2554	4	4	105	317	82	127	7230144
2554	3	3	105	317	65	125	7230144
2554	3	3	105	317	82	125	7230144
2554	3	3	105	317	58	0	3
2554	3	3	105	317	74	0	3
2554	1	1	105	317	82	120	7230144
2554	1	1	105	317	74	0	3
2558	8	9	106	318	69	0	3
2562	8	9	106	318	69	120	7230144
2562	4	4	106	318	46	0	3
2562	6	6	106	318	34	0	3
2562	4	4	106	318	53	127	7230144
2562	6	6	106	318	34	120	7230144
2562	4	4	106	318	62	0	3
2564	8	9	106	319	69	0	3
2566	8	9	106	319	69	120	7230144
2566	2	2	106	319	53	0	3
2568	8	9	106	319	69	0	3
2570	3	3	106	319	56	125	7230144
2570	8	9	106	319	69	120	7230144
2570	7	7	106	319	82	0	3
2570	7	7	106	319	72	96	7230144
2570	6	6	106	319	32	120	7230144
2570	6	6	106	319	34	0	3
2570	4	4	106	319	44	127	7230144
2570	4	4	106	319	53	0	3
2570	4	4	106	319	82	0	3
2570	4	4	106	319	72	127	7230144
2570	3	3	106	319	72	125	7230144
2570	3	3	106	319	44	125	7230144
2570	3	3	106	319	82	0	3
2570	3	3	106	319	65	0	3
2570	3	3	106	319	46	0	3
2570	2	2	106	319	44	120	7230144
2570	2	2	106	319	62	0	3
2570	2	2	106	319	46	0	3
2570	1	1	106	319	82	0	3
2570	1	1	106	319	72	120	7230144
2574	8	9	106	320	69	0	3
2574	2	2	106	320	51	120	7230144
2574	4	4	106	320	51	127	7230144
2578	7	7	106	320	72	0	3
2578	8	9	106	320	69	120	7230144
2578	7	7	106	320	72	96	7230144
2578	4	4	106	320	72	0	3
2578	4	4	106	320	60	127	7230144
2578	4	4	106	320	72	127	7230144
2578	4	4	106	320	51	0	3
2578	3	3	106	320	56	0	3
2578	3	3	106	320	56	125	7230144
2578	3	3	106	320	72	125	7230144
2578	2	2	106	320	60	120	7230144
2578	1	1	106	320	72	0	3
2578	1	1	106	320	72	120	7230144
2578	3	3	106	320	72	0	3
2580	8	9	107	321	69	0	3
2582	3	3	107	321	72	0	3
2582	8	9	107	321	69	120	7230144
2582	7	7	107	321	72	0	3
2582	7	7	107	321	74	96	7230144
2582	4	4	107	321	72	0	3
2582	4	4	107	321	74	127	7230144
2582	3	3	107	321	74	125	7230144
2582	3	3	107	321	58	125	7230144
2582	3	3	107	321	56	0	3
2582	1	1	107	321	72	0	3
2582	1	1	107	321	74	120	7230144
2584	8	9	107	321	69	0	3
2586	7	7	107	321	74	0	3
2586	1	1	107	321	75	120	7230144
2586	8	9	107	321	69	120	7230144
2586	7	7	107	321	75	96	7230144
2586	6	6	107	321	32	120	7230144
2586	6	6	107	321	32	0	3
2586	4	4	107	321	74	0	3
2586	4	4	107	321	60	0	3
2586	4	4	107	321	51	127	7230144
2586	1	1	107	321	74	0	3
2586	3	3	107	321	75	125	7230144
2586	3	3	107	321	60	125	7230144
2586	3	3	107	321	58	0	3
2586	3	3	107	321	74	0	3
2586	4	4	107	321	75	127	7230144
2586	4	4	107	321	44	0	3
2588	8	9	107	322	69	0	3
2590	2	2	107	322	51	0	3
2594	3	3	107	322	55	125	7230144
2594	8	9	107	322	69	120	7230144
2594	7	7	107	322	75	0	3
2594	7	7	107	322	70	96	7230144
2594	6	6	107	322	31	120	7230144
2594	6	6	107	322	32	0	3
2594	4	4	107	322	51	0	3
2594	4	4	107	322	75	0	3
2594	4	4	107	322	43	127	7230144
2594	4	4	107	322	70	127	7230144
2594	3	3	107	322	75	0	3
2594	3	3	107	322	70	125	7230144
2594	3	3	107	322	60	0	3
2594	3	3	107	322	44	0	3
2594	2	2	107	322	43	120	7230144
2594	2	2	107	322	60	0	3
2594	2	2	107	322	44	0	3
2594	1	1	107	322	70	120	7230144
2594	1	1	107	322	75	0	3
2594	3	3	107	322	43	125	7230144
2598	2	2	107	323	50	120	7230144
2598	8	9	107	323	69	0	3
2598	4	4	107	323	50	127	7230144
2602	8	9	107	323	69	120	7230144
2602	1	1	107	323	70	0	3
2602	7	7	107	323	79	96	7230144
2602	7	7	107	323	70	0	3
2602	4	4	107	323	50	0	3
2602	4	4	107	323	79	127	7230144
2602	4	4	107	323	58	127	7230144
2602	4	4	107	323	70	0	3
2602	3	3	107	323	79	125	7230144
2602	3	3	107	323	62	125	7230144
2602	3	3	107	323	55	0	3
2602	3	3	107	323	70	0	3
2602	2	2	107	323	58	120	7230144
2602	1	1	107	323	79	120	7230144
2606	8	9	108	324	69	0	3
2610	4	4	108	324	50	127	7230144
2610	4	4	108	324	43	0	3
2610	8	9	108	324	69	120	7230144
2610	6	6	108	324	31	0	3
2610	6	6	108	324	31	120	7230144
2610	4	4	108	324	58	0	3
2612	8	9	108	325	69	0	3
2614	2	2	108	325	50	0	3
2614	8	9	108	325	69	120	7230144
2616	8	9	108	325	69	0	3
2618	3	3	108	325	62	0	3
2618	8	9	108	325	69	120	7230144
2618	7	7	108	325	79	0	3
2618	7	7	108	325	68	96	7230144
2618	6	6	108	325	29	120	7230144
2618	6	6	108	325	31	0	3
2618	4	4	108	325	79	0	3
2618	4	4	108	325	50	0	3
2618	4	4	108	325	41	127	7230144
2618	4	4	108	325	68	127	7230144
2618	3	3	108	325	68	125	7230144
2618	3	3	108	325	53	125	7230144
2618	3	3	108	325	41	125	7230144
2618	3	3	108	325	79	0	3
2618	3	3	108	325	43	0	3
2618	2	2	108	325	58	0	3
2618	2	2	108	325	41	120	7230144
2618	2	2	108	325	43	0	3
2618	1	1	108	325	68	120	7230144
2618	1	1	108	325	79	0	3
2622	2	2	108	326	48	120	7230144
2622	8	9	108	326	69	0	3
2622	4	4	108	326	48	127	7230144
2626	1	1	108	326	70	120	7230144
2626	8	9	108	326	69	120	7230144
2626	7	7	108	326	70	96	7230144
2626	7	7	108	326	68	0	3
2626	4	4	108	326	68	127	7230144
2626	4	4	108	326	56	127	7230144
2626	4	4	108	326	68	0	3
2626	3	3	108	326	68	0	3
2626	3	3	108	326	53	0	3
2626	3	3	108	326	55	125	7230144
2626	3	3	108	326	70	125	7230144
2626	2	2	108	326	53	120	7230144
2626	1	1	108	326	68	0	3
2626	4	4	108	326	48	0	3
2628	8	9	109	327	69	0	3
2630	8	9	109	327	69	120	7230144
2630	4	4	109	327	68	0	3
2630	4	4	109	327	70	127	7230144
2632	8	9	109	327	69	0	3
2634	4	4	109	327	72	127	7230144
2634	8	9	109	327	69	120	7230144
2634	7	7	109	327	72	96	7230144
2634	7	7	109	327	70	0	3
2634	6	6	109	327	29	0	3
2634	6	6	109	327	29	120	7230144
2634	4	4	109	327	41	0	3
2634	4	4	109	327	56	0	3
2634	4	4	109	327	48	127	7230144
2634	1	1	109	327	70	0	3
2634	3	3	109	327	72	125	7230144
2634	3	3	109	327	56	125	7230144
2634	3	3	109	327	55	0	3
2634	3	3	109	327	70	0	3
2634	1	1	109	327	72	120	7230144
2634	4	4	109	327	70	0	3
2636	8	9	109	328	69	0	3
2638	2	2	109	328	48	0	3
2642	3	3	109	328	74	125	7230144
2642	7	7	109	328	72	0	3
2642	4	4	109	328	43	127	7230144
2642	4	4	109	328	48	0	3
2642	4	4	109	328	72	0	3
2642	4	4	109	328	74	127	7230144
2642	6	6	109	328	31	120	7230144
2642	6	6	109	328	29	0	3
2642	7	7	109	328	74	96	7230144
2642	8	9	109	328	69	120	7230144
2642	3	3	109	328	43	125	7230144
2642	3	3	109	328	72	0	3
2642	3	3	109	328	56	0	3
2642	3	3	109	328	41	0	3
2642	2	2	109	328	41	0	3
2642	2	2	109	328	43	120	7230144
2642	2	2	109	328	53	0	3
2642	1	1	109	328	72	0	3
2642	1	1	109	328	74	120	7230144
2642	3	3	109	328	58	125	7230144
2646	2	2	109	329	50	120	7230144
2646	8	9	109	329	69	0	3
2646	4	4	109	329	50	127	7230144
2650	8	9	109	329	69	120	7230144
2650	7	7	109	329	72	96	7230144
2650	7	7	109	329	74	0	3
2650	4	4	109	329	50	0	3
2650	4	4	109	329	74	0	3
2650	3	3	109	329	60	125	7230144
2650	4	4	109	329	58	127	7230144
2650	4	4	109	329	72	127	7230144
2650	3	3	109	329	72	125	7230144
2650	3	3	109	329	58	0	3
2650	3	3	109	329	74	0	3
2650	2	2	109	329	58	120	7230144
2650	1	1	109	329	74	0	3
2650	1	1	109	329	72	120	7230144
2654	8	9	110	330	69	0	3
2658	8	9	110	330	69	120	7230144
2658	7	7	110	330	72	0	3
2658	7	7	110	330	70	96	7230144
2658	6	6	110	330	31	120	7230144
2658	6	6	110	330	31	0	3
2658	4	4	110	330	50	127	7230144
2658	4	4	110	330	72	0	3
2658	4	4	110	330	58	0	3
2658	4	4	110	330	70	127	7230144
2658	3	3	110	330	70	125	7230144
2658	3	3	110	330	72	0	3
2658	3	3	110	330	60	0	3
2658	3	3	110	330	62	125	7230144
2658	1	1	110	330	72	0	3
2658	1	1	110	330	70	120	7230144
2658	4	4	110	330	43	0	3
2660	8	9	110	331	69	0	3
2662	2	2	110	331	50	0	3
2662	8	9	110	331	69	120	7230144
2664	8	9	110	331	69	0	3
2666	4	4	110	331	72	127	7230144
2666	8	9	110	331	69	120	7230144
2666	7	7	110	331	72	96	7230144
2666	7	7	110	331	70	0	3
2666	6	6	110	331	31	0	3
2666	6	6	110	331	32	120	7230144
2666	4	4	110	331	70	0	3
2666	4	4	110	331	50	0	3
2666	4	4	110	331	44	127	7230144
2666	3	3	110	331	43	0	3
2666	3	3	110	331	70	0	3
2666	3	3	110	331	44	125	7230144
2666	3	3	110	331	63	125	7230144
2666	1	1	110	331	72	120	7230144
2666	3	3	110	331	72	125	7230144
2666	2	2	110	331	43	0	3
2666	2	2	110	331	58	0	3
2666	2	2	110	331	44	120	7230144
2666	1	1	110	331	70	0	3
2666	3	3	110	331	62	0	3
2670	2	2	110	332	51	120	7230144
2670	4	4	110	332	51	127	7230144
2670	8	9	110	332	69	0	3
2674	4	4	110	332	60	127	7230144
2674	8	9	110	332	69	120	7230144
2674	4	4	110	332	51	0	3
2674	2	2	110	332	60	120	7230144
2676	8	9	111	333	69	0	3
2678	2	2	111	333	51	0	3
2678	8	9	111	333	69	120	7230144
2680	8	9	111	333	69	0	3
2682	8	9	111	333	69	120	7230144
2682	7	7	111	333	70	96	7230144
2682	7	7	111	333	72	0	3
2682	6	6	111	333	34	120	7230144
2682	6	6	111	333	32	0	3
2682	4	4	111	333	70	127	7230144
2682	4	4	111	333	46	127	7230144
2682	4	4	111	333	72	0	3
2682	4	4	111	333	60	0	3
2682	4	4	111	333	44	0	3
2682	3	3	111	333	62	125	7230144
2682	3	3	111	333	70	125	7230144
2682	1	1	111	333	70	120	7230144
2682	1	1	111	333	72	0	3
2682	2	2	111	333	46	120	7230144
2682	2	2	111	333	44	0	3
2682	3	3	111	333	44	0	3
2682	3	3	111	333	72	0	3
2682	3	3	111	333	46	125	7230144
2682	3	3	111	333	63	0	3
2684	8	9	111	334	69	0	3
2690	3	3	111	334	70	0	3
2690	8	9	111	334	69	120	7230144
2690	7	7	111	334	72	96	7230144
2690	7	7	111	334	70	0	3
2690	6	6	111	334	34	0	3
2690	6	6	111	334	36	120	7230144
2690	4	4	111	334	72	127	7230144
2690	4	4	111	334	48	127	7230144
2690	4	4	111	334	70	0	3
2690	4	4	111	334	46	0	3
2690	3	3	111	334	62	0	3
2690	3	3	111	334	46	0	3
2690	3	3	111	334	48	125	7230144
2690	3	3	111	334	60	125	7230144
2690	3	3	111	334	72	125	7230144
2690	2	2	111	334	48	120	7230144
2690	2	2	111	334	46	0	3
2690	2	2	111	334	60	0	3
2690	1	1	111	334	72	120	7230144
2690	1	1	111	334	70	0	3
2694	8	9	111	335	69	0	3
2694	4	4	111	335	55	127	7230144
2694	2	2	111	335	55	120	7230144
2698	2	2	111	335	60	120	7230144
2698	4	4	111	335	55	0	3
2698	4	4	111	335	60	127	7230144
2698	8	9	111	335	69	120	7230144
2702	8	9	112	336	69	0	3
2706	8	9	112	336	69	120	7230144
2706	7	7	112	336	72	0	3
2706	6	6	112	336	36	0	3
2706	4	4	112	336	55	127	7230144
2706	4	4	112	336	72	0	3
2706	4	4	112	336	48	0	3
2706	3	3	112	336	72	0	3
2706	3	3	112	336	60	0	3
2706	2	2	112	336	48	0	3
2706	1	1	112	336	72	0	3
2706	4	4	112	336	60	0	3
2708	8	9	112	337	69	0	3
2710	2	2	112	337	55	0	3
2710	8	9	112	337	69	120	7230144
2712	8	9	112	337	69	0	3
2714	2	2	112	337	60	0	3
2714	1	1	112	337	60	120	7230144
2714	3	3	112	337	48	0	3
2714	4	4	112	337	55	0	3
2716	1	1	112	338	67	120	7230144
2718	1	1	112	338	70	120	7230144
2720	1	1	112	338	74	120	7230144
2786	1	1	115	346	74	0	3
2786	1	1	115	346	70	0	3
2786	1	1	115	346	67	0	3
2786	1	1	115	346	60	0	3
