time	track	channel	bar	pitch	volume	instrument
1714	8	9	71	213	69	120	7230144
1716	8	9	71	213	69	0	3
1718	8	9	71	213	69	120	7230144
1720	8	9	71	214	69	0	3
1722	6	6	71	214	36	0	3
1722	8	9	71	214	69	120	7230144
1722	6	6	71	214	36	120	7230144
1722	5	5	71	214	87	120	7230144
1722	4	4	71	214	43	127	7230144
1722	4	4	71	214	51	0	3
1722	4	4	71	214	36	0	3
1722	5	5	71	214	91	0	3
1723	8	9	71	214	69	0	3
1730	4	4	71	215	43	0	3
1730	4	4	71	215	36	127	7230144
1730	5	5	71	215	87	0	3
1730	5	5	71	215	84	120	7230144
1730	6	6	71	215	36	0	3
1730	6	6	71	215	36	120	7230144
1730	8	9	71	215	69	120	7230144
1733	4	4	71	215	43	127	7230144
1733	8	9	71	215	69	0	3
1738	8	9	72	216	69	120	7230144
1738	4	4	72	216	43	0	3
1738	4	4	72	216	51	127	7230144
1742	8	9	72	216	69	0	3
1746	6	6	72	217	36	120	7230144
1746	8	9	72	217	69	120	7230144
1746	6	6	72	217	36	0	3
1746	5	5	72	217	84	120	7230144
1746	5	5	72	217	84	0	3
1746	4	4	72	217	36	0	3
1746	4	4	72	217	51	0	3
1746	4	4	72	217	43	127	7230144
1748	8	9	72	217	69	0	3
1750	8	9	72	217	69	120	7230144
1752	8	9	72	218	69	0	3
1754	6	6	72	218	37	120	7230144
1754	6	6	72	218	36	0	3
1754	5	5	72	218	84	0	3
1754	5	5	72	218	85	120	7230144
1754	4	4	72	218	43	0	3
1754	8	9	72	218	69	120	7230144
1754	8	9	72	218	69	0	3
1754	4	4	72	218	37	127	7230144
1757	8	9	72	218	69	0	3
1758	4	4	72	218	44	127	7230144
1762	8	9	73	219	69	120	7230144
1762	4	4	73	219	44	0	3
1762	4	4	73	219	53	127	7230144
1762	5	5	73	219	85	0	3
1762	5	5	73	219	85	120	7230144
1764	8	9	73	219	69	0	3
1766	5	5	73	219	87	120	7230144
1766	5	5	73	219	85	0	3
1766	8	9	73	219	69	120	7230144
1767	8	9	73	220	69	0	3
1769	4	4	73	220	37	0	3
1769	4	4	73	220	53	0	3
1769	4	4	73	220	44	127	7230144
1769	5	5	73	220	87	0	3
1769	5	5	73	220	89	120	7230144
1769	6	6	73	220	37	120	7230144
1769	6	6	73	220	37	0	3
1769	8	9	73	220	69	120	7230144
1771	8	9	73	220	69	0	3
1778	6	6	73	221	39	120	7230144
1778	6	6	73	221	37	0	3
1778	5	5	73	221	91	120	7230144
1778	4	4	73	221	39	127	7230144
1778	8	9	73	221	69	120	7230144
1778	4	4	73	221	44	0	3
1778	5	5	73	221	89	0	3
1782	8	9	73	221	69	0	3
1782	4	4	73	221	46	127	7230144
1786	4	4	74	222	46	0	3
1786	4	4	74	222	55	127	7230144
1786	8	9	74	222	69	120	7230144
1790	8	9	74	222	69	0	3
1793	8	9	74	223	69	120	7230144
1794	6	6	74	223	39	0	3
1794	6	6	74	223	39	120	7230144
1794	5	5	74	223	87	120	7230144
1794	4	4	74	223	46	127	7230144
1794	4	4	74	223	55	0	3
1794	4	4	74	223	39	0	3
1794	5	5	74	223	91	0	3
1796	8	9	74	223	69	0	3
1798	8	9	74	223	69	120	7230144
1800	8	9	74	224	69	0	3
1802	4	4	74	224	36	127	7230144
1802	6	6	74	224	39	0	3
1802	6	6	74	224	36	120	7230144
1802	5	5	74	224	84	120	7230144
1802	5	5	74	224	87	0	3
1802	4	4	74	224	46	0	3
1802	8	9	74	224	69	120	7230144
1806	8	9	74	224	69	0	3
1806	4	4	74	224	43	127	7230144
1810	5	5	75	225	84	0	3
1810	4	4	75	225	51	127	7230144
1810	5	5	75	225	84	120	7230144
1810	8	9	75	225	69	120	7230144
1810	4	4	75	225	43	0	3
1812	8	9	75	225	69	0	3
1814	8	9	75	225	69	120	7230144
1814	5	5	75	225	87	120	7230144
1814	5	5	75	225	84	0	3
1816	8	9	75	226	69	0	3
1818	8	9	75	226	69	120	7230144
1818	4	4	75	226	36	0	3
1818	4	4	75	226	51	0	3
1818	4	4	75	226	43	127	7230144
1818	5	5	75	226	87	0	3
1818	5	5	75	226	91	120	7230144
1818	6	6	75	226	36	0	3
1818	6	6	75	226	36	120	7230144
1819	8	9	75	226	69	0	3
1826	8	9	75	227	69	120	7230144
1826	4	4	75	227	43	0	3
1826	4	4	75	227	41	127	7230144
1826	5	5	75	227	89	120	7230144
1826	5	5	75	227	91	0	3
1826	6	6	75	227	36	0	3
1826	6	6	75	227	41	120	7230144
1829	8	9	75	227	69	0	3
1830	4	4	75	227	48	127	7230144
1834	8	9	76	228	69	120	7230144
1834	4	4	76	228	56	127	7230144
1834	4	4	76	228	48	0	3
1838	8	9	76	228	69	0	3
1842	4	4	76	229	48	127	7230144
1842	4	4	76	229	56	0	3
1842	4	4	76	229	41	0	3
1842	5	5	76	229	89	120	7230144
1842	5	5	76	229	89	0	3
1842	6	6	76	229	41	120	7230144
1842	6	6	76	229	41	0	3
1842	8	9	76	229	69	120	7230144
1844	8	9	76	229	69	0	3
1845	8	9	76	229	69	120	7230144
1848	8	9	76	230	69	0	3
1850	5	5	76	230	89	0	3
1850	6	6	76	230	42	120	7230144
1850	6	6	76	230	41	0	3
1850	5	5	76	230	90	120	7230144
1850	4	4	76	230	48	0	3
1850	4	4	76	230	42	127	7230144
1850	8	9	76	230	69	120	7230144
1854	8	9	76	230	69	0	3
1854	4	4	76	230	49	127	7230144
1858	4	4	77	231	49	0	3
1858	4	4	77	231	58	127	7230144
1858	5	5	77	231	90	120	7230144
1858	5	5	77	231	90	0	3
1858	8	9	77	231	69	120	7230144
1860	8	9	77	231	69	0	3
1862	5	5	77	231	92	120	7230144
1862	5	5	77	231	90	0	3
1862	8	9	77	231	69	120	7230144
1864	8	9	77	232	69	0	3
1866	8	9	77	232	69	120	7230144
1866	4	4	77	232	42	0	3
1866	4	4	77	232	58	0	3
1866	4	4	77	232	49	127	7230144
1866	5	5	77	232	92	0	3
1866	5	5	77	232	94	120	7230144
1866	6	6	77	232	42	0	3
1866	6	6	77	232	42	120	7230144
1868	8	9	77	232	69	0	3
1874	5	5	77	233	96	120	7230144
1874	6	6	77	233	42	0	3
1874	6	6	77	233	43	120	7230144
1874	5	5	77	233	94	0	3
1874	4	4	77	233	43	127	7230144
1874	4	4	77	233	49	0	3
1874	8	9	77	233	69	120	7230144
1878	8	9	77	233	69	0	3
1878	4	4	77	233	49	127	7230144
1881	8	9	78	234	69	120	7230144
1882	4	4	78	234	49	0	3
1882	4	4	78	234	55	127	7230144
1882	5	5	78	234	94	120	7230144
1882	5	5	78	234	96	0	3
1886	8	9	78	234	69	0	3
1890	5	5	78	235	97	120	7230144
1890	6	6	78	235	43	0	3
1890	6	6	78	235	43	120	7230144
1890	5	5	78	235	94	0	3
1890	4	4	78	235	55	0	3
1890	4	4	78	235	43	0	3
1890	4	4	78	235	49	127	7230144
1890	8	9	78	235	69	120	7230144
1891	8	9	78	235	69	0	3
1894	8	9	78	235	69	120	7230144
1896	8	9	78	236	69	0	3
1898	8	9	78	236	69	120	7230144
1898	4	4	78	236	49	0	3
1898	4	4	78	236	43	127	7230144
1898	5	5	78	236	97	0	3
1898	5	5	78	236	96	120	7230144
1898	6	6	78	236	43	120	7230144
1898	6	6	78	236	43	0	3
1902	4	4	78	236	50	127	7230144
1902	8	9	78	236	69	0	3
1906	8	9	79	237	69	120	7230144
1906	4	4	79	237	59	127	7230144
1906	4	4	79	237	50	0	3
1907	8	9	79	237	69	0	3
1909	8	9	79	237	69	120	7230144
1911	8	9	79	238	69	0	3
1913	8	9	79	238	69	120	7230144
1914	4	4	79	238	43	127	7230144
1914	4	4	79	238	59	0	3
1914	4	4	79	238	43	0	3
1914	6	6	79	238	43	0	3
1914	6	6	79	238	43	120	7230144
1915	8	9	79	238	69	0	3
1922	5	5	79	239	96	0	3
1922	6	6	79	239	43	0	3
1922	6	6	79	239	43	120	7230144
1922	8	9	79	239	69	120	7230144
1922	4	4	79	239	43	0	3
1922	4	4	79	239	55	127	7230144
1922	5	5	79	239	95	120	7230144
1926	8	9	79	239	69	0	3
1930	8	9	80	240	69	120	7230144
1934	8	9	80	240	69	0	3
1938	5	5	80	241	95	0	3
1938	6	6	80	241	43	0	3
1938	6	6	80	241	43	120	7230144
1938	4	4	80	241	55	0	3
1938	3	3	80	241	67	125	7230144
1938	3	3	80	241	62	125	7230144
1938	3	3	80	241	55	125	7230144
1938	8	9	80	241	69	120	7230144
1939	8	9	80	241	69	0	3
1941	8	9	80	241	69	120	7230144
1943	8	9	80	241	69	0	3
1945	8	9	80	242	69	120	7230144
1945	8	9	80	242	69	0	3
1945	7	7	80	242	75	96	7230144
1945	6	6	80	242	36	120	7230144
1945	4	4	80	242	75	127	7230144
1945	4	4	80	242	48	127	7230144
1945	3	3	80	242	48	125	7230144
1945	3	3	80	242	67	0	3
1945	3	3	80	242	55	0	3
1945	2	2	80	242	48	120	7230144
1945	1	1	80	242	75	120	7230144
1945	6	6	80	242	43	0	3
1945	3	3	80	242	75	125	7230144
1946	3	3	80	242	62	0	3
1946	3	3	80	242	60	125	7230144
1950	2	2	80	242	55	120	7230144
1950	8	9	80	242	69	0	3
1950	4	4	80	242	55	127	7230144
1954	8	9	81	243	69	120	7230144
1954	7	7	81	243	75	0	3
1954	7	7	81	243	75	96	7230144
1954	4	4	81	243	75	0	3
1954	3	3	81	243	75	125	7230144
1954	4	4	81	243	60	127	7230144
1954	4	4	81	243	75	127	7230144
1954	4	4	81	243	55	0	3
1954	3	3	81	243	60	0	3
1954	3	3	81	243	75	0	3
1954	3	3	81	243	60	125	7230144
1954	2	2	81	243	63	120	7230144
1954	1	1	81	243	75	0	3
1954	1	1	81	243	75	120	7230144
1955	8	9	81	243	69	0	3
1958	3	3	81	243	75	0	3
1958	8	9	81	243	69	120	7230144
1958	7	7	81	243	77	96	7230144
1958	7	7	81	243	75	0	3
1958	4	4	81	243	77	127	7230144
1958	4	4	81	243	75	0	3
1958	3	3	81	243	62	125	7230144
1958	1	1	81	243	77	120	7230144
1958	3	3	81	243	60	0	3
1958	2	2	81	243	55	0	3
1958	1	1	81	243	75	0	3
1958	3	3	81	243	77	125	7230144
1960	8	9	81	243	69	0	3
1962	4	4	81	244	60	0	3
1962	8	9	81	244	69	120	7230144
1962	7	7	81	244	77	0	3
1962	7	7	81	244	79	96	7230144
1962	6	6	81	244	36	0	3
1962	6	6	81	244	36	120	7230144
1962	4	4	81	244	48	0	3
1962	4	4	81	244	55	127	7230144
1962	4	4	81	244	77	0	3
1962	1	1	81	244	79	120	7230144
1962	1	1	81	244	77	0	3
1962	3	3	81	244	79	125	7230144
1962	3	3	81	244	62	0	3
1962	3	3	81	244	77	0	3
1962	3	3	81	244	63	125	7230144
1962	4	4	81	244	79	127	7230144
1964	8	9	81	244	69	0	3
1970	2	2	81	245	63	0	3
1970	8	9	81	245	69	120	7230144
1970	7	7	81	245	79	0	3
1970	7	7	81	245	74	96	7230144
1970	6	6	81	245	36	0	3
1970	6	6	81	245	34	120	7230144
1970	4	4	81	245	46	127	7230144
1970	4	4	81	245	79	0	3
1970	4	4	81	245	55	0	3
1970	4	4	81	245	74	127	7230144
1970	3	3	81	245	58	125	7230144
1970	3	3	81	245	63	0	3
1970	3	3	81	245	79	0	3
1970	3	3	81	245	48	0	3
1970	3	3	81	245	46	125	7230144
1970	2	2	81	245	48	0	3
1970	1	1	81	245	74	120	7230144
1970	2	2	81	245	46	120	7230144
1970	1	1	81	245	79	0	3
1970	3	3	81	245	74	125	7230144
1974	2	2	81	245	53	120	7230144
1974	8	9	81	245	69	0	3
1974	4	4	81	245	53	127	7230144
1978	8	9	82	246	69	120	7230144
1978	7	7	82	246	82	96	7230144
1978	7	7	82	246	74	0	3
1978	4	4	82	246	53	0	3
1978	4	4	82	246	74	0	3
1978	4	4	82	246	82	127	7230144
1978	4	4	82	246	62	127	7230144
1978	3	3	82	246	74	0	3
1978	3	3	82	246	58	0	3
1978	3	3	82	246	65	125	7230144
1978	2	2	82	246	62	120	7230144
1978	1	1	82	246	82	120	7230144
1978	1	1	82	246	74	0	3
1978	3	3	82	246	82	125	7230144
1982	8	9	82	246	69	0	3
1986	4	4	82	247	46	0	3
1986	4	4	82	247	53	127	7230144
1986	4	4	82	247	62	0	3
1986	6	6	82	247	34	120	7230144
1986	6	6	82	247	34	0	3
1986	8	9	82	247	69	120	7230144
1988	8	9	82	247	69	0	3
1990	2	2	82	247	53	0	3
1990	8	9	82	247	69	120	7230144
1992	8	9	82	247	69	0	3
1994	8	9	82	248	69	120	7230144
1994	7	7	82	248	82	0	3
1994	7	7	82	248	72	96	7230144
1994	6	6	82	248	32	120	7230144
1994	6	6	82	248	34	0	3
1994	4	4	82	248	53	0	3
1994	4	4	82	248	72	127	7230144
1994	4	4	82	248	44	127	7230144
1994	4	4	82	248	82	0	3
1994	3	3	82	248	72	125	7230144
1994	3	3	82	248	44	125	7230144
1994	3	3	82	248	82	0	3
1994	3	3	82	248	65	0	3
1994	3	3	82	248	46	0	3
1994	2	2	82	248	44	120	7230144
1994	2	2	82	248	62	0	3
1994	2	2	82	248	46	0	3
1994	1	1	82	248	72	120	7230144
1994	1	1	82	248	82	0	3
1994	3	3	82	248	56	125	7230144
1998	2	2	82	248	51	120	7230144
1998	8	9	82	248	69	0	3
1998	4	4	82	248	51	127	7230144
2002	8	9	83	249	69	120	7230144
2002	7	7	83	249	72	0	3
2002	7	7	83	249	72	96	7230144
2002	3	3	83	249	72	0	3
2002	4	4	83	249	72	127	7230144
2002	4	4	83	249	72	0	3
2002	4	4	83	249	51	0	3
2002	4	4	83	249	60	127	7230144
2002	3	3	83	249	72	125	7230144
2002	3	3	83	249	56	125	7230144
2002	3	3	83	249	56	0	3
2002	2	2	83	249	60	120	7230144
2002	1	1	83	249	72	120	7230144
2002	1	1	83	249	72	0	3
2004	8	9	83	249	69	0	3
2006	4	4	83	249	72	0	3
2006	8	9	83	249	69	120	7230144
2006	7	7	83	249	72	0	3
2006	7	7	83	249	74	96	7230144
2006	4	4	83	249	74	127	7230144
2006	3	3	83	249	72	0	3
2006	3	3	83	249	56	0	3
2006	3	3	83	249	58	125	7230144
2006	3	3	83	249	74	125	7230144
2006	1	1	83	249	72	0	3
2006	1	1	83	249	74	120	7230144
2008	8	9	83	249	69	0	3
2010	4	4	83	250	44	0	3
2010	8	9	83	250	69	120	7230144
2010	7	7	83	250	74	0	3
2010	7	7	83	250	75	96	7230144
2010	6	6	83	250	32	0	3
2010	6	6	83	250	32	120	7230144
2010	4	4	83	250	60	0	3
2010	4	4	83	250	74	0	3
2010	4	4	83	250	75	127	7230144
2010	1	1	83	250	74	0	3
2010	1	1	83	250	75	120	7230144
2010	3	3	83	250	75	125	7230144
2010	3	3	83	250	60	125	7230144
2010	3	3	83	250	58	0	3
2010	3	3	83	250	74	0	3
2010	4	4	83	250	51	127	7230144
2012	8	9	83	250	69	0	3
2014	2	2	83	250	51	0	3
2018	2	2	83	251	43	120	7230144
2018	3	3	83	251	55	125	7230144
2018	3	3	83	251	60	0	3
2018	8	9	83	251	69	120	7230144
2018	7	7	83	251	70	96	7230144
2018	7	7	83	251	75	0	3
2018	6	6	83	251	31	120	7230144
2018	6	6	83	251	32	0	3
2018	4	4	83	251	43	127	7230144
2018	4	4	83	251	51	0	3
2018	4	4	83	251	70	127	7230144
2018	3	3	83	251	44	0	3
2018	3	3	83	251	43	125	7230144
2018	3	3	83	251	70	125	7230144
2018	3	3	83	251	75	0	3
2018	2	2	83	251	44	0	3
2018	2	2	83	251	60	0	3
2018	1	1	83	251	75	0	3
2018	1	1	83	251	70	120	7230144
2018	4	4	83	251	75	0	3
2022	2	2	83	251	50	120	7230144
2022	8	9	83	251	69	0	3
2022	4	4	83	251	50	127	7230144
2026	4	4	84	252	79	127	7230144
2026	8	9	84	252	69	120	7230144
2026	7	7	84	252	70	0	3
2026	7	7	84	252	79	96	7230144
2026	4	4	84	252	58	127	7230144
2026	4	4	84	252	70	0	3
2026	4	4	84	252	50	0	3
2026	3	3	84	252	62	125	7230144
2026	3	3	84	252	79	125	7230144
2026	1	1	84	252	79	120	7230144
2026	3	3	84	252	70	0	3
2026	2	2	84	252	58	120	7230144
2026	1	1	84	252	70	0	3
2026	3	3	84	252	55	0	3
2030	8	9	84	252	69	0	3
2034	4	4	84	253	43	0	3
2034	4	4	84	253	58	0	3
2034	4	4	84	253	50	127	7230144
2034	6	6	84	253	31	0	3
2034	6	6	84	253	31	120	7230144
2034	8	9	84	253	69	120	7230144
2036	8	9	84	253	69	0	3
2038	2	2	84	253	50	0	3
2038	8	9	84	253	69	120	7230144
2040	8	9	84	253	69	0	3
2042	8	9	84	254	69	120	7230144
2042	7	7	84	254	79	0	3
2042	7	7	84	254	68	96	7230144
2042	6	6	84	254	29	120	7230144
2042	6	6	84	254	31	0	3
2042	4	4	84	254	50	0	3
2042	4	4	84	254	79	0	3
2042	4	4	84	254	41	127	7230144
2042	4	4	84	254	68	127	7230144
2042	3	3	84	254	43	0	3
2042	3	3	84	254	79	0	3
2042	3	3	84	254	41	125	7230144
2042	3	3	84	254	53	125	7230144
2042	3	3	84	254	68	125	7230144
2042	2	2	84	254	43	0	3
2042	2	2	84	254	58	0	3
2042	2	2	84	254	41	120	7230144
2042	1	1	84	254	79	0	3
2042	1	1	84	254	68	120	7230144
2042	3	3	84	254	62	0	3
2046	2	2	84	254	48	120	7230144
2046	8	9	84	254	69	0	3
2046	4	4	84	254	48	127	7230144
2050	8	9	85	255	69	120	7230144
2050	7	7	85	255	68	96	7230144
2050	7	7	85	255	68	0	3
2050	4	4	85	255	68	127	7230144
2050	3	3	85	255	68	125	7230144
2050	4	4	85	255	56	127	7230144
2050	4	4	85	255	68	0	3
2050	4	4	85	255	48	0	3
2050	3	3	85	255	68	0	3
2050	3	3	85	255	53	0	3
2050	3	3	85	255	53	125	7230144
2050	2	2	85	255	56	120	7230144
2050	1	1	85	255	68	0	3
2050	1	1	85	255	68	120	7230144
2052	8	9	85	255	69	0	3
2054	4	4	85	255	70	127	7230144
2054	3	3	85	255	55	125	7230144
2054	3	3	85	255	53	0	3
2054	8	9	85	255	69	120	7230144
2054	7	7	85	255	68	0	3
2054	7	7	85	255	70	96	7230144
2054	4	4	85	255	68	0	3
2054	3	3	85	255	68	0	3
2054	3	3	85	255	70	125	7230144
2054	1	1	85	255	68	0	3
2054	1	1	85	255	70	120	7230144
2056	8	9	85	255	69	0	3
2058	6	6	85	256	29	120	7230144
2058	8	9	85	256	69	120	7230144
2058	7	7	85	256	72	96	7230144
2058	7	7	85	256	70	0	3
2058	6	6	85	256	29	0	3
2058	4	4	85	256	56	0	3
2058	4	4	85	256	70	0	3
2058	4	4	85	256	48	127	7230144
2058	4	4	85	256	41	0	3
2058	1	1	85	256	72	120	7230144
2058	1	1	85	256	70	0	3
2058	3	3	85	256	55	0	3
2058	3	3	85	256	70	0	3
2058	3	3	85	256	56	125	7230144
2058	3	3	85	256	72	125	7230144
2058	4	4	85	256	72	127	7230144
2060	8	9	85	256	69	0	3
2062	2	2	85	256	48	0	3
2066	2	2	85	257	41	0	3
2066	8	9	85	257	69	120	7230144
2066	7	7	85	257	74	96	7230144
2066	7	7	85	257	72	0	3
2066	6	6	85	257	34	120	7230144
2066	6	6	85	257	29	0	3
2066	4	4	85	257	74	127	7230144
2066	4	4	85	257	72	0	3
2066	4	4	85	257	48	0	3
2066	4	4	85	257	46	127	7230144
2066	3	3	85	257	41	0	3
2066	3	3	85	257	56	0	3
2066	3	3	85	257	58	125	7230144
2066	3	3	85	257	46	125	7230144
2066	3	3	85	257	72	0	3
2066	2	2	85	257	46	120	7230144
2066	1	1	85	257	74	120	7230144
2066	2	2	85	257	56	0	3
2066	1	1	85	257	72	0	3
2066	3	3	85	257	74	125	7230144
2070	2	2	85	257	53	120	7230144
2070	8	9	85	257	69	0	3
2070	4	4	85	257	53	127	7230144
2074	7	7	86	258	74	0	3
2074	8	9	86	258	69	120	7230144
2074	7	7	86	258	72	96	7230144
2074	4	4	86	258	62	127	7230144
2074	4	4	86	258	74	0	3
2074	4	4	86	258	53	0	3
2074	4	4	86	258	72	127	7230144
2074	3	3	86	258	60	125	7230144
2074	3	3	86	258	58	0	3
2074	3	3	86	258	74	0	3
2074	1	1	86	258	74	0	3
2074	2	2	86	258	62	120	7230144
2074	1	1	86	258	72	120	7230144
2074	3	3	86	258	72	125	7230144
2078	8	9	86	258	69	0	3
2082	6	6	86	259	34	0	3
2082	8	9	86	259	69	120	7230144
2082	7	7	86	259	72	0	3
2082	7	7	86	259	70	96	7230144
2082	6	6	86	259	34	120	7230144
2082	4	4	86	259	62	0	3
2082	4	4	86	259	46	0	3
2082	4	4	86	259	72	0	3
2082	4	4	86	259	70	127	7230144
2082	3	3	86	259	72	0	3
2082	1	1	86	259	70	120	7230144
2082	3	3	86	259	60	0	3
2082	3	3	86	259	70	125	7230144
2082	3	3	86	259	58	125	7230144
2082	1	1	86	259	72	0	3
2082	4	4	86	259	53	127	7230144
2084	8	9	86	259	69	0	3
2086	2	2	86	259	53	0	3
2086	8	9	86	259	69	120	7230144
2088	8	9	86	259	69	0	3
2090	8	9	86	260	69	120	7230144
2090	7	7	86	260	67	96	7230144
2090	7	7	86	260	70	0	3
2090	2	2	86	260	62	0	3
2090	6	6	86	260	39	120	7230144
2090	6	6	86	260	34	0	3
2090	4	4	86	260	39	127	7230144
2090	4	4	86	260	53	0	3
2090	4	4	86	260	67	127	7230144
2090	4	4	86	260	70	0	3
2090	3	3	86	260	39	125	7230144
2090	3	3	86	260	70	0	3
2090	3	3	86	260	58	0	3
2090	3	3	86	260	46	0	3
2090	3	3	86	260	51	125	7230144
2090	2	2	86	260	39	120	7230144
2090	2	2	86	260	46	0	3
2090	1	1	86	260	67	120	7230144
2090	1	1	86	260	70	0	3
2090	3	3	86	260	67	125	7230144
2094	8	9	86	260	69	0	3
2094	4	4	86	260	46	127	7230144
2094	2	2	86	260	46	120	7230144
2098	2	2	87	261	55	120	7230144
2098	4	4	87	261	55	127	7230144
2098	4	4	87	261	46	0	3
2098	8	9	87	261	69	120	7230144
2100	8	9	87	261	69	0	3
2102	8	9	87	261	69	120	7230144
2104	8	9	87	261	69	0	3
2106	6	6	87	262	39	120	7230144
2106	6	6	87	262	39	0	3
2106	7	7	87	262	65	96	7230144
2106	7	7	87	262	67	0	3
2106	8	9	87	262	69	120	7230144
2106	3	3	87	262	51	0	3
2106	3	3	87	262	51	125	7230144
2106	4	4	87	262	65	127	7230144
2106	4	4	87	262	46	127	7230144
2106	1	1	87	262	65	120	7230144
2106	1	1	87	262	67	0	3
2106	3	3	87	262	65	125	7230144
2106	3	3	87	262	67	0	3
2106	4	4	87	262	39	0	3
2106	4	4	87	262	55	0	3
2106	4	4	87	262	67	0	3
2108	8	9	87	262	69	0	3
2110	2	2	87	262	46	0	3
2114	3	3	87	263	67	125	7230144
2114	8	9	87	263	69	120	7230144
2114	7	7	87	263	67	96	7230144
2114	7	7	87	263	65	0	3
2114	6	6	87	263	31	120	7230144
2114	6	6	87	263	39	0	3
2114	4	4	87	263	67	127	7230144
2114	4	4	87	263	65	0	3
2114	4	4	87	263	46	0	3
2114	4	4	87	263	43	127	7230144
2114	3	3	87	263	39	0	3
2114	3	3	87	263	65	0	3
2114	3	3	87	263	43	125	7230144
2114	3	3	87	263	55	125	7230144
2114	3	3	87	263	51	0	3
2114	2	2	87	263	43	120	7230144
2114	2	2	87	263	55	0	3
2114	2	2	87	263	39	0	3
2114	1	1	87	263	67	120	7230144
2114	1	1	87	263	65	0	3
2118	2	2	87	263	50	120	7230144
2118	4	4	87	263	50	127	7230144
2118	8	9	87	263	69	0	3
2122	4	4	88	264	59	127	7230144
2122	8	9	88	264	69	120	7230144
2122	4	4	88	264	50	0	3
2122	2	2	88	264	59	120	7230144
2126	8	9	88	264	69	0	3
2130	6	6	88	265	31	0	3
2130	8	9	88	265	69	120	7230144
2130	7	7	88	265	67	96	7230144
2130	7	7	88	265	67	0	3
2130	6	6	88	265	31	120	7230144
2130	4	4	88	265	67	127	7230144
2130	4	4	88	265	55	127	7230144
2130	4	4	88	265	67	0	3
2130	4	4	88	265	43	0	3
2130	3	3	88	265	67	125	7230144
2130	1	1	88	265	67	120	7230144
2130	3	3	88	265	67	0	3
2130	3	3	88	265	55	0	3
2130	3	3	88	265	55	125	7230144
2130	1	1	88	265	67	0	3
2130	4	4	88	265	59	0	3
2132	8	9	88	265	69	0	3
2134	2	2	88	265	50	0	3
2134	8	9	88	265	69	120	7230144
2136	8	9	88	265	69	0	3
2138	3	3	88	266	60	125	7230144
2138	3	3	88	266	75	125	7230144
2138	4	4	88	266	75	127	7230144
2138	4	4	88	266	55	0	3
2138	4	4	88	266	48	127	7230144
2138	4	4	88	266	67	0	3
2138	6	6	88	266	31	0	3
2138	6	6	88	266	36	120	7230144
2138	7	7	88	266	75	96	7230144
2138	7	7	88	266	67	0	3
2138	8	9	88	266	69	120	7230144
2138	3	3	88	266	67	0	3
2138	3	3	88	266	55	0	3
2138	3	3	88	266	43	0	3
2138	2	2	88	266	43	0	3
2138	2	2	88	266	59	0	3
2138	2	2	88	266	48	120	7230144
2138	1	1	88	266	67	0	3
2138	1	1	88	266	75	120	7230144
2138	8	9	88	266	69	0	3
2138	3	3	88	266	48	125	7230144
2142	2	2	88	266	55	120	7230144
2142	8	9	88	266	69	0	3
2142	4	4	88	266	55	127	7230144
2146	7	7	89	267	75	96	7230144
2146	7	7	89	267	75	0	3
2146	4	4	89	267	75	127	7230144
2146	4	4	89	267	75	0	3
2146	4	4	89	267	55	0	3
2146	4	4	89	267	60	127	7230144
2146	3	3	89	267	75	125	7230144
2146	3	3	89	267	60	0	3
2146	3	3	89	267	75	0	3
2146	2	2	89	267	63	120	7230144
2146	1	1	89	267	75	0	3
2146	1	1	89	267	75	120	7230144
2146	8	9	89	267	69	120	7230144
2146	3	3	89	267	60	125	7230144
2148	8	9	89	267	69	0	3
2149	8	9	89	267	69	120	7230144
2150	3	3	89	267	75	0	3
2150	7	7	89	267	77	96	7230144
2150	7	7	89	267	75	0	3
2150	4	4	89	267	75	0	3
2150	4	4	89	267	77	127	7230144
2150	3	3	89	267	60	0	3
2150	3	3	89	267	62	125	7230144
2150	3	3	89	267	77	125	7230144
2150	1	1	89	267	77	120	7230144
2150	1	1	89	267	75	0	3
2152	8	9	89	267	69	0	3
2154	4	4	89	268	79	127	7230144
2154	7	7	89	268	77	0	3
2154	7	7	89	268	79	96	7230144
2154	6	6	89	268	36	0	3
2154	6	6	89	268	36	120	7230144
2154	4	4	89	268	48	0	3
2154	4	4	89	268	60	0	3
2154	4	4	89	268	77	0	3
2154	4	4	89	268	55	127	7230144
2154	8	9	89	268	69	120	7230144
2154	1	1	89	268	79	120	7230144
2154	1	1	89	268	77	0	3
2154	3	3	89	268	62	0	3
2154	3	3	89	268	63	125	7230144
2154	3	3	89	268	77	0	3
2154	3	3	89	268	79	125	7230144
2156	8	9	89	268	69	0	3
2158	2	2	89	268	55	0	3
2162	3	3	89	269	46	125	7230144
2162	7	7	89	269	79	0	3
2162	7	7	89	269	74	96	7230144
2162	6	6	89	269	34	120	7230144
2162	6	6	89	269	36	0	3
2162	4	4	89	269	55	0	3
2162	4	4	89	269	79	0	3
2162	4	4	89	269	46	127	7230144
2162	4	4	89	269	74	127	7230144
2162	3	3	89	269	74	125	7230144
2162	3	3	89	269	58	125	7230144
2162	3	3	89	269	79	0	3
2162	3	3	89	269	63	0	3
2162	3	3	89	269	48	0	3
2162	2	2	89	269	63	0	3
2162	2	2	89	269	46	120	7230144
2162	2	2	89	269	48	0	3
2162	1	1	89	269	79	0	3
2162	1	1	89	269	74	120	7230144
