time	duration	track	channel	instrument	pitch	velocity	bar	beat
22495552	2811944	2	1	48	51	100	16.000000	64.000000
22495552	702986	2	1	48	53	120	16.000000	64.000000
22495552	702986	2	1	48	65	120	16.000000	64.000000
22495552	702986	3	2	80	65	120	16.000000	64.000000
22495552	702986	4	3	57	53	120	16.000000	64.000000
22495552	175746	10	9	16	36	100	16.000000	64.000000
22495552	175746	10	9	16	46	80	16.000000	64.000000
22495552	175746	10	9	16	49	100	16.000000	64.000000
22495552	175746	13	12	29	51	120	16.000000	64.000000
22495552	175746	14	13	30	51	120	16.000000	64.000000
22495552	175746	15	14	33	39	120	16.000000	64.000000
22671298	175747	10	9	16	36	100	16.125000	64.500000
22671298	175747	13	12	29	39	120	16.125000	64.500000
22671298	175747	14	13	30	39	120	16.125000	64.500000
22671298	175747	15	14	33	27	120	16.125000	64.500000
22847045	175746	10	9	16	38	100	16.250000	65.000000
22847045	175746	10	9	16	46	80	16.250000	65.000000
22847045	175746	13	12	29	39	120	16.250000	65.000000
22847045	175746	14	13	30	39	120	16.250000	65.000000
22847045	175746	15	14	33	27	120	16.250000	65.000000
23022791	87873	1	0	48	82	120	16.375000	65.500000
23022791	87873	1	0	48	86	120	16.375000	65.500000
23022791	175747	10	9	16	36	100	16.375000	65.500000
23022791	175747	13	12	29	51	120	16.375000	65.500000
23022791	175747	14	13	30	51	120	16.375000	65.500000
23022791	175747	15	14	33	39	120	16.375000	65.500000
23198538	702986	2	1	48	65	120	16.500000	66.000000
23198538	702986	2	1	48	77	120	16.500000	66.000000
23198538	702986	3	2	80	77	120	16.500000	66.000000
23198538	702986	4	3	57	65	120	16.500000	66.000000
23198538	175746	10	9	16	36	100	16.500000	66.000000
23198538	175746	10	9	16	46	80	16.500000	66.000000
23198538	175746	13	12	29	39	120	16.500000	66.000000
23198538	175746	14	13	30	39	120	16.500000	66.000000
23198538	175746	15	14	33	27	120	16.500000	66.000000
23374284	175747	10	9	16	36	100	16.625000	66.500000
23374284	175747	13	12	29	39	120	16.625000	66.500000
23374284	175747	14	13	30	39	120	16.625000	66.500000
23374284	175747	15	14	33	27	120	16.625000	66.500000
23550031	87873	1	0	48	82	120	16.750000	67.000000
23550031	87873	1	0	48	86	120	16.750000	67.000000
23550031	175746	10	9	16	38	100	16.750000	67.000000
23550031	175746	10	9	16	46	80	16.750000	67.000000
23550031	175746	13	12	29	51	120	16.750000	67.000000
23550031	175746	14	13	30	51	120	16.750000	67.000000
23550031	175746	15	14	33	39	120	16.750000	67.000000
23725777	175747	10	9	16	36	100	16.875000	67.500000
23725777	175747	13	12	29	39	120	16.875000	67.500000
23725777	175747	14	13	30	39	120	16.875000	67.500000
23725777	175747	15	14	33	27	120	16.875000	67.500000
23901524	1054479	2	1	48	60	120	17.000000	68.000000
23901524	1054479	2	1	48	72	120	17.000000	68.000000
23901524	1054479	3	2	80	72	120	17.000000	68.000000
23901524	1054479	4	3	57	60	120	17.000000	68.000000
23901524	175746	10	9	16	36	100	17.000000	68.000000
23901524	175746	10	9	16	46	80	17.000000	68.000000
23901524	175746	13	12	29	39	120	17.000000	68.000000
23901524	175746	14	13	30	39	120	17.000000	68.000000
23901524	175746	15	14	33	27	120	17.000000	68.000000
24077270	87873	1	0	48	82	120	17.125000	68.500000
24077270	87873	1	0	48	86	120	17.125000	68.500000
