time	track	channel	beat	pitch	volume	bar	instrument
4230	2	0	421	43	80	105	0
4230	2	0	421	55	80	105	0
4230	1	0	421	67	80	105	0
4230	1	0	421	74	80	105	0
4230	4	1	421	43	80	105	33
4230	3	9	421	39	80	105	0
4235	1	0	422	67	80	105	0
4235	1	0	422	72	80	105	0
4235	3	9	422	39	80	105	0
4240	2	0	422	36	80	105	0
4240	4	1	422	36	80	105	33
4240	3	9	422	36	80	105	0
4245	2	0	423	43	80	105	0
4250	2	0	423	48	80	105	0
4255	2	0	424	50	80	106	0
4260	2	0	424	52	80	106	0
4260	3	9	424	39	80	106	0
4265	2	0	425	55	80	106	0
4270	2	0	425	50	80	106	0
4270	1	0	425	60	80	106	0
4275	1	0	426	62	80	106	0
4280	2	0	426	36	80	106	0
4280	2	0	426	48	80	106	0
4280	1	0	426	55	80	106	0
4280	1	0	426	60	80	106	0
4280	1	0	426	64	80	106	0
4280	4	1	426	36	80	106	33
4280	3	9	426	36	80	106	0
4320	2	0	430	41	80	107	0
4320	1	0	430	79	80	107	0
4325	2	0	431	48	80	107	0
4325	1	0	431	67	80	107	0
4330	2	0	431	53	80	107	0
4330	1	0	431	72	80	107	0
4335	2	0	432	57	80	108	0
4335	1	0	432	79	80	108	0
4345	1	0	433	67	80	108	0
4350	2	0	433	41	80	108	0
4350	1	0	433	72	80	108	0
4355	1	0	434	79	80	108	0
4360	2	0	434	43	80	108	0
4365	2	0	435	50	80	108	0
4365	1	0	435	67	80	108	0
4370	2	0	435	55	80	108	0
4370	1	0	435	72	80	108	0
4375	2	0	436	59	80	109	0
4375	1	0	436	79	80	109	0
4385	1	0	437	67	80	109	0
4390	2	0	437	43	80	109	0
4395	1	0	438	72	80	109	0
4400	2	0	438	45	80	109	0
4405	2	0	439	52	80	109	0
4405	1	0	439	72	80	109	0
4410	2	0	439	57	80	109	0
4415	2	0	440	59	80	110	0
4415	1	0	440	72	80	110	0
4425	1	0	441	72	80	110	0
4430	2	0	441	52	80	110	0
4435	1	0	442	69	80	110	0
4435	1	0	442	72	80	110	0
4440	2	0	442	45	80	110	0
4445	2	0	443	52	80	110	0
4450	2	0	443	57	80	110	0
4450	1	0	443	71	80	110	0
4450	1	0	443	74	80	110	0
4455	2	0	444	59	80	111	0
4460	2	0	444	60	80	111	0
4460	1	0	444	72	80	111	0
4460	1	0	444	76	80	111	0
4470	2	0	445	43	80	111	0
4470	1	0	445	71	80	111	0
4470	1	0	445	74	80	111	0
4480	2	0	446	41	80	111	0
4480	1	0	446	79	80	111	0
4485	2	0	447	48	80	111	0
4485	1	0	447	67	80	111	0
4490	2	0	447	53	80	111	0
4490	1	0	447	72	80	111	0
4495	2	0	448	57	80	112	0
4495	1	0	448	79	80	112	0
4505	1	0	449	67	80	112	0
4510	2	0	449	41	80	112	0
4510	1	0	449	72	80	112	0
4515	1	0	450	79	80	112	0
4520	2	0	450	43	80	112	0
4525	2	0	451	50	80	112	0
4525	1	0	451	67	80	112	0
4530	2	0	451	55	80	112	0
4530	1	0	451	72	80	112	0
4535	2	0	452	59	80	113	0
4535	1	0	452	79	80	113	0
4540	2	0	452	62	80	113	0
4540	1	0	452	86	80	113	0
4540	1	0	452	89	80	113	0
4545	1	0	453	84	80	113	0
4545	1	0	453	88	80	113	0
4550	1	0	453	83	80	113	0
4550	1	0	453	86	80	113	0
4560	2	0	454	57	80	113	0
4560	1	0	454	76	80	113	0
4562	2	0	454	64	80	113	0
4562	1	0	454	81	80	113	0
4565	2	0	455	69	80	113	0
4565	1	0	455	83	80	113	0
4567	2	0	455	71	80	113	0
4567	1	0	455	84	80	113	0
4570	2	0	455	72	80	113	0
4570	1	0	455	86	80	113	0
4572	2	0	455	76	80	113	0
4572	1	0	455	88	80	113	0
4575	1	0	456	93	80	114	0
4580	1	0	456	95	80	114	0
4590	1	0	457	96	80	114	0
