9504	3688084
9504	3686806
9504	9881
9504	10905
9504	4729497
9537	11159
9550	17297
9550	17297
9552	5259665
9552	5259665
9592	16022
9595	18068
9598	16785
9598	16785
9600	5260177
9600	5260177
9600	3487636
9600	3488916
9600	16020
9600	16788
9600	3687316
9600	3685526
9600	3358870
9600	16790
9600	4269207
9600	10905
9600	4729497
9688	15510
9691	17300
9694	17297
9694	17297
9696	5260689
9696	5260689
9696	2572436
9696	4727705
9696	10905
9696	4729497
9744	3487637
9784	16534
9787	16532
9790	17809
9790	17809
9792	5261457
9792	5261457
9792	3687316
9792	4078741
9792	4472981
9792	9113
9792	4728473
9792	10905
9792	4729497
9881	14229
9883	17300
9883	15509
9883	16533
9886	18577
9886	18577
9888	5260689
9888	5260689
9888	2965652
9888	9881
9888	10905
9888	4729497
9921	9367
9934	17809
9934	17809
9936	5260177
9936	5260177
9956	14228
9960	15508
9979	16532
9982	17297
9982	17297
9984	5260177
9984	5260177
9984	3682964
9984	4466327
9984	4727705
9984	10905
9984	4729497
10080	3488148
10080	3356054
10080	10905
10080	4729497
10126	17297
10126	17297
10128	5260689
10128	5260689
10172	17809
10172	17809
10176	5260177
10176	5260177
10176	3489428
10176	3488150
10176	9113
10176	4728473
10176	10905
10176	4729497
10259	12948
10264	13718
10270	17297
10270	17297
10272	5259665
10272	5259665
10272	3686804
10272	3358358
10272	9881
10272	10905
10272	4729497
10305	9879
10318	5258897
10318	16785
10318	5258897
10318	16785
10360	14742
10363	16788
10366	16017
10366	16017
10368	5258897
10368	5258897
10368	3687828
10368	4466327
10368	10905
10368	4729497
10456	16022
10459	17812
10464	2572692
10464	4727705
10464	10905
10464	4729497
10512	3488149
10512	2963862
10555	16788
10558	16017
10558	16017
10560	5260689
10560	5260689
10560	3687828
10560	4079253
10560	4473237
10560	3882646
10560	9113
10560	4728473
10560	10905
10560	4729497
10606	17809
10606	17809
10608	5260177
10608	5260177
10649	14741
10649	14742
10651	17812
10651	16021
10651	16789
10651	16022
10652	17297
10652	17297
10656	5259665
10656	5259665
10656	2965908
10656	9881
10656	10905
10656	4729497
10689	9879
10702	16785
10702	16785
10704	5260177
10704	5260177
10724	14740
10728	16020
10747	16788
10750	5259665
10750	17297
10750	5259665
10750	17297
10752	3685012
10752	4992663
10752	4727705
10752	10905
10752	4729497
10848	3490196
10848	3161750
10848	10905
10848	4729497
10942	16785
10942	16785
10944	5260689
10944	5260689
10944	3491476
10944	3490198
10944	9113
10944	4728473
10944	10905
10944	4729497
10990	17809
10990	17809
10992	5260177
10992	5260177
11027	14996
11032	16022
11038	17297
11038	17297
11040	5259665
11040	5259665
11040	3689108
11040	3491478
11040	9881
11040	10905
11040	4729497
11073	11927
11084	16785
11084	16785
11088	5260177
11088	5260177
11128	16790
11131	19092
11134	17297
11134	17297
11136	5259665
11136	5259665
11136	3487636
11136	3488916
11136	16788
11136	3687316
11136	18068
11136	3488918
11136	3162262
11136	18070
11136	4727959
11136	10905
11136	4729497
11224	15510
11227	17300
11232	2572436
11232	4727705
11232	10905
11232	4729497
11278	16785
11278	16785
11280	5258385
11280	5258385
11280	3487637
11320	16534
11323	16532
11326	15505
11326	15505
11328	5260689
11328	5260689
11328	3687316
11328	4078741
11328	4472981
11328	9113
11328	4728473
